100 750.145
105 715.215
110 690.141
115 746.024
120 640.022
125 748.685
130 495.108
135 643.002
140 521.563
145 549.769
150 477.884
155 479.938
160 410.099
165 324.399
170 646.946
175 747.898
180 611.739
185 582.5
190 494.863
195 465.041
200 476.469
205 560.46
210 574.698
215 625.641
220 695.423
225 640.768
230 618.763
235 567.816
240 559.565
245 498.571
250 435.335
255 380.901
260 380.4
265 350.509
270 318.067
275 299.486
280 273.593
285 250.337
290 258.569
295 247.366
300 248.056
305 222.871
310 210.758
315 223.389
320 211.239
325 216.613
330 208.076
335 211.825
340 211.005
345 226.478
350 197.897
355 205.817
360 199.245
365 184.096
370 181.652
375 183.26
380 198.617
385 199.762
390 166.393
395 166.464
400 182.076
405 159.701
410 155.367
415 174.267
420 162.108
425 159.753
430 181.929
435 160.81
440 182.258
445 157.249
450 152.614
455 148.268
460 148.087
465 143.608
470 174.037
475 138.892
480 136.588
485 127.703
490 131.338
495 128.755
500 162.902
